1,1,1,1,0.22131,8.1484
1,1,2,1,0.17194,10.812
1,1,1,2,0.18419,8.0965
1,1,2,2,0.17194,10.812
1,1,1,3,0.15881,8.0676
1,1,2,3,0.15163,10.789
1,1,1,4,0.13931,8.0522
1,1,2,4,0.13581,10.774
1,1,1,5,0.12452,8.0303
1,1,2,5,0.12281,10.753
1,1,1,6,0.11275,8.0218
1,1,2,6,0.11244,10.736
1,1,1,7,0.10219,7.9988
1,1,2,7,0.1037,10.721
1,1,1,8,0.094047,7.99
1,1,2,8,0.095969,10.716
1,1,1,9,0.087094,7.9876
1,1,2,9,0.089438,10.705
1,1,1,10,0.081406,7.9872
1,1,2,10,0.083797,10.7
1,1,1,11,0.076234,7.9818
1,1,2,11,0.078906,10.693
1,1,1,12,0.071688,7.9689
1,1,2,12,0.074391,10.682
1,1,1,13,0.067555,7.9655
1,1,2,13,0.070281,10.67
1,1,1,14,0.063969,7.9632
1,1,2,14,0.06675,10.663
1,1,1,15,0.0605,7.9547
1,1,2,15,0.063367,10.653
1,1,1,16,0.05775,7.9508
1,1,2,16,0.060633,10.65
1,1,1,17,0.055125,7.9456
1,1,2,17,0.057953,10.65
1,1,1,18,0.052688,7.9441
1,1,2,18,0.055563,10.653
1,1,1,19,0.050469,7.9439
1,1,2,19,0.053375,10.648
1,1,1,20,0.048445,7.9388
1,1,2,20,0.051438,10.646
1,1,1,21,0.046609,7.9369
1,1,2,21,0.0495,10.64
1,1,1,22,0.044836,7.933
1,1,2,22,0.047875,10.644
1,1,1,23,0.043219,7.9349
1,1,2,23,0.046172,10.635
1,1,1,24,0.041672,7.9293
1,1,2,24,0.044664,10.635
1,1,1,25,0.040328,7.9323
1,1,2,25,0.04325,10.631
1,1,1,26,0.039031,7.928
1,1,2,26,0.042,10.637
1,1,1,27,0.03775,7.9285
1,1,2,27,0.040734,10.633
1,1,1,28,0.036609,7.9274
1,1,2,28,0.039563,10.637
1,1,1,29,0.035453,7.9209
1,1,2,29,0.038422,10.632
1,1,1,30,0.034402,7.9177
1,1,2,30,0.03732,10.637
1,1,1,31,0.033438,7.9136
1,1,2,31,0.036336,10.635
1,1,1,32,0.032477,7.914
1,1,2,32,0.035352,10.633
1,1,1,33,0.031688,7.9149
1,1,2,33,0.034438,10.63
1,1,1,34,0.030875,7.9124
1,1,2,34,0.033469,10.622
1,1,1,35,0.030125,7.9124
1,1,2,35,0.032711,10.623
1,1,1,36,0.029344,7.9104
1,1,2,36,0.03193,10.622
1,1,1,37,0.02866,7.9111
1,1,2,37,0.031191,10.618
1,1,1,38,0.027992,7.9089
1,1,2,38,0.030492,10.619
1,1,1,39,0.027371,7.908
1,1,2,39,0.029789,10.62
1,1,1,40,0.026844,7.9132
1,1,2,40,0.029203,10.621
1,1,1,41,0.026281,7.9153
1,1,2,41,0.028578,10.615
1,1,1,42,0.025727,7.9161
1,1,2,42,0.028004,10.618
1,1,1,43,0.025125,7.9086
1,1,2,43,0.027441,10.618
1,1,1,44,0.024625,7.9068
1,1,2,44,0.026906,10.62
1,1,1,45,0.024109,7.9072
1,1,2,45,0.026426,10.625
1,1,1,46,0.023672,7.9084
1,1,2,46,0.025906,10.622
1,1,1,47,0.023203,7.9073
1,1,2,47,0.025438,10.617
1,1,1,48,0.02275,7.9106
1,1,2,48,0.024965,10.617
1,1,1,49,0.022363,7.9108
1,1,2,49,0.024555,10.62
1,1,1,50,0.02193,7.9125
1,1,2,50,0.024156,10.62
5,5,1,1,0.41688,5.4589
5,5,2,1,0.29988,7.8029
5,5,1,2,0.28888,5.3048
5,5,2,2,0.29988,7.8029
5,5,1,3,0.22481,5.2344
5,5,2,3,0.24084,7.7231
5,5,1,4,0.18531,5.1916
5,5,2,4,0.203,7.6701
5,5,1,5,0.15775,5.1566
5,5,2,5,0.17544,7.6239
5,5,1,6,0.1375,5.1313
5,5,2,6,0.15491,7.5949
5,5,1,7,0.12225,5.1089
5,5,2,7,0.13878,7.5743
5,5,1,8,0.11013,5.0983
5,5,2,8,0.12572,7.5575
5,5,1,9,0.1,5.0861
5,5,2,9,0.11503,7.5438
5,5,1,10,0.091813,5.0781
5,5,2,10,0.10595,7.5329
5,5,1,11,0.084688,5.0693
5,5,2,11,0.098281,7.5232
5,5,1,12,0.078664,5.061
5,5,2,12,0.091625,7.5103
5,5,1,13,0.073563,5.0564
5,5,2,13,0.085781,7.4984
5,5,1,14,0.069078,5.0558
5,5,2,14,0.080773,7.494
5,5,1,15,0.065094,5.0506
5,5,2,15,0.07625,7.4864
5,5,1,16,0.061469,5.0463
5,5,2,16,0.072203,7.4782
5,5,1,17,0.058281,5.0422
5,5,2,17,0.068563,7.4758
5,5,1,18,0.055406,5.0373
5,5,2,18,0.065234,7.4677
5,5,1,19,0.05275,5.0334
5,5,2,19,0.06225,7.4629
5,5,1,20,0.050359,5.0303
5,5,2,20,0.059656,7.4633
5,5,1,21,0.048234,5.0285
5,5,2,21,0.057172,7.4588
5,5,1,22,0.046258,5.0267
5,5,2,22,0.054813,7.4529
5,5,1,23,0.044484,5.0284
5,5,2,23,0.052711,7.4499
5,5,1,24,0.042813,5.0279
5,5,2,24,0.050789,7.4507
5,5,1,25,0.041297,5.027
5,5,2,25,0.049004,7.4474
5,5,1,26,0.039875,5.0271
5,5,2,26,0.047313,7.4459
5,5,1,27,0.038508,5.0248
5,5,2,27,0.045766,7.4452
5,5,1,28,0.037234,5.0246
5,5,2,28,0.044313,7.4432
5,5,1,29,0.036031,5.0238
